reaction_id,reactants,products,rate_constant,reaction_family,reaction_phase,publication_string,publication_doi,underlying_data_publication_string,underlying_data_publication_doi,Notes
ROCALK47c,VROCP2ALKP2+HO2,VROCN2OXY2,2.8100E-13*exp(1.3000E+03/T),CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,Introduced in CRACMM1 based on GECKO-A chemistry + Praske et al. autoxidation. Updated in CRACMM3 to have temperature dependent rate constant following Wennberg et al. (2018 Chem Rev Equation 8).
ROCALK48c,VROCP1ALKP2+HO2,VROCN2OXY2,2.8200E-13*exp(1.3000E+03/T),CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,Introduced in CRACMM1 based on GECKO-A chemistry + Praske et al. autoxidation. Updated in CRACMM3 to have temperature dependent rate constant following Wennberg et al. (2018 Chem Rev Equation 8).
HC1008,HC10P2+HO2,VROCP2OXY2,2.6600E-13*exp(1.3000E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO01,VROCP6ARO+HO,0.84000*VROCP6AROP+0.16000*HO2+0.16000*VROCP4OXY2,1.8100E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO02,VROCP6AROP+HO2,0.05950*VROCP4OXY2+0.90480*VROCP1OXY3+0.03570*VROCN2OXY4,2.9100E-13*exp(1.3000E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO03,VROCP6AROP+NO,0.00010*VROCP4OXY2+0.00180*VROCP2OXY2+0.00010*VROCN1OXY3+0.99800*NO2+0.99800*HO2+0.05940*BALD+0.46930*GLY+0.46930*MGLY+0.46930*FURANONE+0.46930*DCB2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO04,VROCP6AROP+NO3,NO2+0.94050*HO2+0.05950*BALD+0.47020*GLY+0.47020*MGLY+0.47020*FURANONE+0.47020*DCB2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO05,VROCP6AROP+MO2,0.68000*HCHO+1.31050*HO2+0.32000*MOH+0.05950*BALD+0.47020*GLY+0.47020*MGLY+0.47020*FURANONE+0.47020*DCB2,3.5600E-14*exp(7.0800E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO06,VROCP6AROP+ACO3,0.70000*MO2+0.94050*HO2+0.30000*ORA2+0.05950*BALD+0.47020*GLY+0.47020*MGLY+0.47020*FURANONE+0.47020*DCB2+0.70000*CO2,7.4000E-13*exp(7.6500E+02/T),CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: added CO2 as product.
ROCARO11,VROCP5ARO+HO,0.84000*VROCP5AROP+0.16000*HO2+0.16000*VROCP3OXY2,1.8100E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO12,VROCP5AROP+HO2,0.05950*VROCP3OXY2+0.90480*VROCP0OXY2+0.03570*VROCN2OXY4,2.9100E-13*exp(1.3000E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO13,VROCP5AROP+NO,0.00010*VROCP3OXY2+0.00180*VROCP1OXY3+0.00010*VROCN2OXY4+0.99800*NO2+0.99800*HO2+0.05940*VROCP4OXY2+0.46930*GLY+0.46930*MGLY+0.46930*FURANONE+0.46930*DCB2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO14,VROCP5AROP+NO3,NO2+0.94050*HO2+0.05950*VROCP4OXY2+0.47020*GLY+0.47020*MGLY+0.47020*FURANONE+0.47020*DCB2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO15,VROCP5AROP+MO2,0.68000*HCHO+1.31050*HO2+0.32000*MOH+0.05950*VROCP4OXY2+0.47020*GLY+0.47020*MGLY+0.47020*FURANONE+0.47020*DCB2,3.5600E-14*exp(7.0800E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO16,VROCP5AROP+ACO3,0.70000*MO2+0.94050*HO2+0.30000*ORA2+0.05950*VROCP4OXY2+0.47020*GLY+0.47020*MGLY+0.47020*FURANONE+0.47020*DCB2+0.70000*CO2,7.4000E-13*exp(7.6500E+02/T),CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: added CO2 as product.
ROCARO21,NAPH+HO,0.84000*NAPHP+0.16000*HO2+0.16000*VROCP3OXY2,2.3100E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO22,NAPHP+HO2,0.05950*VROCP3OXY2+0.90480*VROCP1OXY3+0.03570*VROCN2OXY8,2.9100E-13*exp(1.3000E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO23,NAPHP+NO,0.05950*VROCP4OXY2+0.00180*VROCP2OXY2+0.00010*VROCN2OXY8+0.99800*NO2+0.99800*HO2+0.46930*GLY+0.46930*MGLY+0.46930*FURANONE+0.46930*DCB2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO24,NAPHP+NO3,NO2+0.94050*HO2+0.05950*VROCP4OXY2+0.47020*GLY+0.47020*MGLY+0.47020*FURANONE+0.47020*DCB2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO25,NAPHP+MO2,0.68000*HCHO+1.31050*HO2+0.32000*MOH+0.05950*VROCP4OXY2+0.47020*GLY+0.47020*MGLY+0.47020*FURANONE+0.47020*DCB2,3.5600E-14*exp(7.0800E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO26,NAPHP+ACO3,0.70000*MO2+0.94050*HO2+0.30000*ORA2+0.05950*VROCP4OXY2+0.47020*GLY+0.47020*MGLY+0.47020*FURANONE+0.47020*DCB2+0.70000*CO2,7.4000E-13*exp(7.6500E+02/T),CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: added CO2 as product.
ROCOXY1c,VROCN2OXY8+HO,0.08540*VROCN2OXY8+0.25810*MEK+0.25810*KET+0.25810*HCHO+0.12910*ACD+0.25810*ALD+0.25810*MO2+0.25810*ETHP+0.25810*HC3P+0.25810*MEKP,5.9000E-11,CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: DCB unsaturated species was replaced to better reflect degradation products without double bonds. ACD was replaced with ACD and HCHO to reflect HCHO generation. HO was removed as a product (assumed to be sequestered in organic products).
ROCOXY2c,VROCN2OXY4+HO,0.80830*VROCN2OXY8+0.31300*VROCN2OXY4+0.00160*VROCN1OXY6+0.07940*MEK+0.07940*KET+0.07940*HCHO+0.03970*ACD+0.07940*ALD+0.07940*MO2+0.07940*ETHP+0.07940*HC3P+0.07940*MEKP+0.07940*KETP,6.0700E-11,CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: DCB unsaturated species was replaced to better reflect degradation products without double bonds. ACD was replaced with ACD and HCHO to reflect HCHO generation. HO was removed as a product (assumed to be sequestered in organic products). Product yields were updated using an updated 2-D VBS functionalization kernel that produces slightly more oxygenated OA.
ROCOXY3c,VROCN2OXY2+HO,0.11560*VROCN2OXY8+0.68950*VROCN2OXY4+0.26420*VROCN2OXY2+0.06630*VROCN1OXY6+0.06350*VROCN1OXY3+0.09500*VROCP0OXY4+0.03320*VOP3+0.03900*MEK+0.03900*KET+0.03900*HCHO+0.01950*ACD+0.03900*ALD+0.03900*MO2+0.03900*ETHP+0.03900*HC3P+0.03900*MEKP+0.03900*KETP,5.5400E-11,CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: DCB unsaturated species was replaced to better reflect degradation products without double bonds. ACD was replaced with ACD and HCHO to reflect HCHO generation. HO was removed as a product (assumed to be sequestered in organic products). Product yields were updated using an updated 2-D VBS functionalization kernel that produces slightly more oxygenated OA.
ROCOXY4c,VROCN1OXY6+HO,0.20360*VROCN2OXY8+0.00710*VROCN2OXY4+0.14460*VOP3+0.18400*MEK+0.18400*KET+0.18400*HCHO+0.09200*ACD+0.18400*ALD+0.18400*MO2+0.18400*ETHP+0.18400*HC3P+0.18400*MEKP+0.18400*KETP,5.6300E-11,CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: DCB unsaturated species was replaced to better reflect degradation products without double bonds. ACD was replaced with ACD and HCHO to reflect HCHO generation. HO was removed as a product (assumed to be sequestered in organic products). Product yields were updated using an updated 2-D VBS functionalization kernel that produces slightly more oxygenated OA.
ROCOXY5c,VROCN1OXY3+HO,0.36090*VROCN2OXY8+0.52000*VROCN2OXY4+0.00880*VROCN2OXY2+0.14520*VROCN1OXY6+0.04200*VROCN1OXY3+0.05240*VROCP0OXY4+0.06460*MEK+0.06460*KET+0.06460*HCHO+0.03230*ACD+0.06460*ALD+0.06460*MO2+0.06460*ETHP+0.06460*HC3P+0.06460*MEKP+0.06460*KETP,5.4600E-11,CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: DCB unsaturated species was replaced to better reflect degradation products without double bonds. ACD was replaced with ACD and HCHO to reflect HCHO generation. HO was removed as a product (assumed to be sequestered in organic products). Product yields were updated using an updated 2-D VBS functionalization kernel that produces slightly more oxygenated OA.
ROCOXY6c,VROCN1OXY1+HO,0.00740*VROCN2OXY8+0.11900*VROCN2OXY4+0.76730*VROCN2OXY2+0.01320*VROCN1OXY6+0.06140*VROCN1OXY3+0.03050*VROCN1OXY1+0.03670*VROCP0OXY4+0.06050*VROCP0OXY2+0.04880*VROCP1OXY3+0.02020*VROCP1OXY1+0.05840*VROCP2OXY2+0.03750*VROCP3OXY2+0.00740*VROCP4OXY2+0.01790*VOP3+0.02580*OP2+0.02440*MEK+0.02440*KET+0.02440*HCHO+0.01220*ACD+0.02440*ALD+0.02440*MO2+0.02440*ETHP+0.02440*HC3P+0.02440*MEKP+0.02440*KETP,4.5000E-11,CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: DCB unsaturated species was replaced to better reflect degradation products without double bonds. ACD was replaced with ACD and HCHO to reflect HCHO generation. HO was removed as a product (assumed to be sequestered in organic products). Product yields were updated using an updated 2-D VBS functionalization kernel that produces slightly more oxygenated OA.
ROCOXY7c,VROCP0OXY4+HO,0.36950*VROCN2OXY8+0.12910*VROCN2OXY4+0.15470*VROCN1OXY6+0.08220*VROCN1OXY3+0.04000*VROCP0OXY4+0.10680*MEK+0.10680*KET+0.10680*HCHO+0.05340*ACD+0.10680*ALD+0.10680*MO2+0.10680*ETHP+0.10680*HC3P+0.10680*MEKP+0.10680*KETP,5.1700E-11,CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: DCB unsaturated species was replaced to better reflect degradation products without double bonds. ACD was replaced with ACD and HCHO to reflect HCHO generation. HO was removed as a product (assumed to be sequestered in organic products). Product yields were updated using an updated 2-D VBS functionalization kernel that produces slightly more oxygenated OA.
ROCOXY8c,VROCP0OXY2+HO,0.07380*VROCN2OXY8+0.46670*VROCN2OXY4+0.12220*VROCN2OXY2+0.04530*VROCN1OXY6+0.15160*VROCN1OXY3+0.00500*VROCN1OXY1+0.13320*VROCP0OXY4+0.01040*VROCP0OXY2+0.03210*VROCP1OXY3+0.01400*VROCP1OXY1+0.02400*VROCP2OXY2+0.05950*VOP3+0.04450*MEK+0.04450*KET+0.04450*HCHO+0.02220*ACD+0.04450*ALD+0.04450*MO2+0.04450*ETHP+0.04450*HC3P+0.04450*MEKP+0.04450*KETP,4.7300E-11,CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: DCB unsaturated species was replaced to better reflect degradation products without double bonds. ACD was replaced with ACD and HCHO to reflect HCHO generation. HO was removed as a product (assumed to be sequestered in organic products). Product yields were updated using an updated 2-D VBS functionalization kernel that produces slightly more oxygenated OA.
ROCOXY9c,VROCP1OXY3+HO,0.19620*VROCN2OXY8+0.19470*VROCN2OXY4+0.00040*VROCN2OXY2+0.10760*VROCN1OXY6+0.05680*VROCN1OXY3+0.21220*VROCP0OXY4+0.00070*VROCP0OXY2+0.13690*VOP3+0.08180*MEK+0.08180*KET+0.08180*HCHO+0.04090*ACD+0.08180*ALD+0.08180*MO2+0.08180*ETHP+0.08180*HC3P+0.08180*MEKP+0.08180*KETP,4.6000E-11,CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: DCB unsaturated species was replaced to better reflect degradation products without double bonds. ACD was replaced with ACD and HCHO to reflect HCHO generation. HO was removed as a product (assumed to be sequestered in organic products). Product yields were updated using an updated 2-D VBS functionalization kernel that produces slightly more oxygenated OA.
ROCOXY10c,VROCP1OXY1+HO,0.00230*VROCN2OXY8+0.13400*VROCN2OXY4+0.33490*VROCN2OXY2+0.00820*VROCN1OXY6+0.12020*VROCN1OXY3+0.07610*VROCN1OXY1+0.03250*VROCP0OXY4+0.12670*VROCP0OXY2+0.06470*VROCP1OXY3+0.03640*VROCP1OXY1+0.08900*VROCP2OXY2+0.06460*VROCP3OXY2+0.04480*VROCP4OXY2+0.00870*VOP3+0.01030*OP2+0.02970*MEK+0.02970*KET+0.02970*HCHO+0.01490*ACD+0.02970*ALD+0.02970*MO2+0.02970*ETHP+0.02970*HC3P+0.02970*MEKP+0.02970*KETP,3.8000E-11,CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: DCB unsaturated species was replaced to better reflect degradation products without double bonds. ACD was replaced with ACD and HCHO to reflect HCHO generation. HO was removed as a product (assumed to be sequestered in organic products). Product yields were updated using an updated 2-D VBS functionalization kernel that produces slightly more oxygenated OA.
ROCOXY11c,VROCP2OXY2+HO,0.04790*VROCN2OXY8+0.17460*VROCN2OXY4+0.01040*VROCN2OXY2+0.05500*VROCN1OXY6+0.11180*VROCN1OXY3+0.00130*VROCN1OXY1+0.14800*VROCP0OXY4+0.04170*VROCP0OXY2+0.11810*VROCP1OXY3+0.02180*VROCP1OXY1+0.11950*VROCP2OXY2+0.02070*VROCP3OXY2+0.02940*VOP3+0.04530*OP2+0.06280*MEK+0.06280*KET+0.06280*HCHO+0.03140*ACD+0.06280*ALD+0.06280*MO2+0.06280*ETHP+0.06280*HC3P+0.06280*MEKP+0.06280*KETP,3.9300E-11,CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: DCB unsaturated species was replaced to better reflect degradation products without double bonds. ACD was replaced with ACD and HCHO to reflect HCHO generation. HO was removed as a product (assumed to be sequestered in organic products). Product yields were updated using an updated 2-D VBS functionalization kernel that produces slightly more oxygenated OA.
ROCOXY12c,VROCP3OXY2+HO,0.03240*VROCN2OXY8+0.07690*VROCN2OXY4+0.00090*VROCN2OXY2+0.06210*VROCN1OXY6+0.04890*VROCN1OXY3+0.15500*VROCP0OXY4+0.01550*VROCP0OXY2+0.11170*VROCP1OXY3+0.01130*VROCP1OXY1+0.14650*VROCP2OXY2+0.08710*VROCP3OXY2+0.00400*VROCP4OXY2+0.05690*VOP3+0.04720*OP2+0.06980*MEK+0.06980*KET+0.06980*HCHO+0.03490*ACD+0.06980*ALD+0.06980*MO2+0.06980*ETHP+0.06980*HC3P+0.06980*MEKP+0.06980*KETP,3.5200E-11,CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: DCB unsaturated species was replaced to better reflect degradation products without double bonds. ACD was replaced with ACD and HCHO to reflect HCHO generation. HO was removed as a product (assumed to be sequestered in organic products). Product yields were updated using an updated 2-D VBS functionalization kernel that produces slightly more oxygenated OA.
ROCOXY13c,VROCP4OXY2+HO,0.01170*VROCN2OXY8+0.01670*VROCN2OXY4+0.05040*VROCN1OXY6+0.02760*VROCN1OXY3+0.09200*VROCP0OXY4+0.07880*VROCP1OXY3+0.01080*VROCP1OXY1+0.12270*VROCP2OXY2+0.15010*VROCP3OXY2+0.04660*VROCP4OXY2+0.07850*VOP3+0.03990*OP2+0.07860*MEK+0.07860*KET+0.07860*HCHO+0.03930*ACD+0.07860*ALD+0.07860*MO2+0.07860*ETHP+0.07860*HC3P+0.07860*MEKP+0.07860*KETP,3.1200E-11,CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: DCB unsaturated species was replaced to better reflect degradation products without double bonds. ACD was replaced with ACD and HCHO to reflect HCHO generation. HO was removed as a product (assumed to be sequestered in organic products). Product yields were updated using an updated 2-D VBS functionalization kernel that produces slightly more oxygenated OA.
ROCOXY14c,VROCP5OXY1+HO,0.01030*VROCN2OXY4+0.00060*VROCN2OXY2+0.00900*VROCN1OXY6+0.01460*VROCN1OXY3+0.07020*VROCP0OXY4+0.01530*VROCP0OXY2+0.10170*VROCP1OXY3+0.00470*VROCP1OXY1+0.16580*VROCP2OXY2+0.17570*VROCP3OXY2+0.15870*VROCP4OXY2+0.05730*VROCP5OXY1+0.00970*VROCP6OXY1+0.02530*VOP3+0.03680*OP2+0.05260*MEK+0.05260*KET+0.05260*HCHO+0.02630*ACD+0.05260*ALD+0.05260*MO2+0.05260*ETHP+0.05260*HC3P+0.05260*MEKP+0.05310*HC5P+0.05260*KETP,2.4000E-11,CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCOXY15c,VROCP6OXY1+HO,0.00610*VROCN1OXY6+0.00490*VROCN1OXY3+0.02240*VROCP0OXY4+0.04200*VROCP1OXY3+0.00330*VROCP1OXY1+0.09060*VROCP2OXY2+0.14890*VROCP3OXY2+0.17420*VROCP4OXY2+0.11570*VROCP5OXY1+0.02940*VROCP6OXY1+0.04150*VOP3+0.05600*OP2+0.05710*MEK+0.05710*KET+0.05710*HCHO+0.02850*ACD+0.05710*ALD+0.05710*MO2+0.05710*ETHP+0.05710*HC3P+0.05710*MEKP+0.04970*HC5P+0.05710*KETP,2.0500E-11,CRACMM3,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3: DCB unsaturated species was replaced to better reflect degradation products without double bonds. ACD was replaced with ACD and HCHO to reflect HCHO generation. HO was removed as a product (assumed to be sequestered in organic products). Product yields were updated using an updated 2-D VBS functionalization kernel that produces slightly more oxygenated OA.
ROCOXY16c,VOP3+HO,0.16280*VROCN2OXY8+0.01030*VROCN2OXY4+0.05850*VROCN1OXY6+0.01710*VROCP0OXY4+0.12990*VOP3+0.16520*MEK+0.16520*KET+0.16520*HCHO+0.08260*ACD+0.16520*ALD+0.16520*MO2+0.16520*ETHP+0.16520*HC3P+0.16520*MEKP+0.16520*KETP,4.7400E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,CRACMM3 update: OP3 species name updated to VOP3. Duplicate OP3+OH reaction in CRACMM1-2 was removed in CRACMM3.
R364,ECH4+HO,MO2,2.4500E-12*exp(-1.7750E+03/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,,,Emitted methane (ECH4) is tracked separately to account for effects of methane emissions on top of the global average background methane (set to 1850 ppb in CMAQ by default).
TRP58,ATRPNJ,AHOMJ+HNO3,9.2600E-05,CRACMM2,particle,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Pye et al. 2015,https://doi.org/10.1021/acs.est.5b03738,ATRPN and AHONIT are expected to undergo hydrolysis with a 3-h lifetime based on Pye et al. (2015).
TRP59,AHONITJ,AHOMJ+HNO3,9.2600E-05,CRACMM2,particle,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Pye et al. 2015,https://doi.org/10.1021/acs.est.5b03738,ATRPN and AHONIT are expected to undergo hydrolysis with a 3-h lifetime based on Pye et al. (2015).
ROCARO71,STY+HO,STYP,1.0200E-11*exp(5.3200E+02/T),CRACMM3,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Jenkin et al. 2003,https://doi.org/10.5194/acp-3-181-2003,Styrene chemistry is adopted from MCM for CRACMM2. CRACMM3: Rate constant updated to be temperature dependent.
ROCARO71a,STY+O3,0.62000*BALD+0.62000*HCHO+0.56000*CO+0.28000*HO2+0.36000*HO+0.28000*BAL2+0.10000*BEN+0.20000*CO2,1.4000E-17,CRACMM3,gas,Pye et al. 2025,https://doi.org/10.26434/chemrxiv-2025-fx8f1,Le Person et al. 2008,https://doi.org/10.1016/j.jphotochem.2007.09.006,Styrene reaction with ozone added for completeness and consistency with CMAQ HAP versions.
ROCARO71b,STY+NO3,NO2+STYP,1.5100E-13,CRACMM3,gas,Pye et al. 2025,https://doi.org/10.26434/chemrxiv-2025-fx8f1,Atkinson 1991,https://doi.org/10.1063/1.555887,Syrene reaction with nitrate added for completeness and consistency with CMAQ HAP versions.
ROCARO72,STYP+HO2,VROCP3OXY2,2.9100E-12*exp(1.3000E+03/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Jenkin et al. 2003,https://doi.org/10.5194/acp-3-181-2003,"1. Styrene chemistry is adopted from MCM for CRACMM2.
2. MCM predicts a peroxide formed from the reaction of the styrene peroxy radical with HO2. In CRACMM2, this peroxide is mapped to an oxygenated IVOC with C*=103 microg/m3 and O:C=0.2 (CRACMM species VROCP3OXY2)."
ROCARO73,STYP+NO,NO2+HO2+HCHO+BALD,2.7000E-12*exp(3.6000E+02/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Jenkin et al. 2003,https://doi.org/10.5194/acp-3-181-2003,Styrene chemistry is adopted from MCM for CRACMM2.
ROCARO74,STYP+NO3,NO2+HO2+HCHO+BALD,2.3000E-12,CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Jenkin et al. 2003,https://doi.org/10.5194/acp-3-181-2003,Styrene chemistry is adopted from MCM for CRACMM2.
ROCARO75,STYP+MO2,1.37000*HO2+1.68000*HCHO+BALD+0.32000*MOH,2.5000E-13,CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Jenkin et al. 2003,https://doi.org/10.5194/acp-3-181-2003,Styrene chemistry is adopted from MCM for CRACMM2.
ROCARO76,STYP+ACO3,HO2+HCHO+BALD+0.70000*MO2+0.30000*ORA2+0.70000*CO2,2.5000E-13,CRACMM3,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Jenkin et al. 2003,https://doi.org/10.5194/acp-3-181-2003,Styrene chemistry is adopted from MCM for CRACMM2. CRACMM3: added CO2 as product.
HET_ANO3I,ANO3I,0.67000*HONO+0.33000*NO2,HETERO_ANO3,CRACMM3,mixed,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,Sarwar et al. 2024,https://doi.org/10.1016/j.scitotenv.2024.170406,Aerosol nitrate photolysis added for the first time in CRACMM. Only the nitrate associated with sea salt is allowed to photolyze. See Sarwar et al. 2024.
HET_ANO3J,ANO3J,0.67000*HONO+0.33000*NO2,HETERO_ANO3,CRACMM3,mixed,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,Sarwar et al. 2024,https://doi.org/10.1016/j.scitotenv.2024.170406,Aerosol nitrate photolysis added for the first time in CRACMM. Only the nitrate associated with sea salt is allowed to photolyze. See Sarwar et al. 2024.
CLP01,CL2,2.00000*CL,CL2_JPL19,CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLP02,CLO,CL+O3P,CLO_JPL19,CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLP03,OCLO,CLO+O3P,OCLO_JPL19,CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLP07,CL2O2,CL+CLOO,CL2O2_JPL19,CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLP10,HOCL,HO+CL,HOCL_JPL19,CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLP12,CLNO,CL+NO,CLNO_JPL19,CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLP14,CLNO2,CL+NO2,CLNO2_JPL19,CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLP17,CLNO3,CL+NO3,CLNO3_R_JPL19,CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLP18,CLNO3,CLO+NO2,CLNO3_M_JPL19,CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT01,CL+O3,CLO,2.3000E-11*exp(-2.0000E+02/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT02,CL+H2,HCL+HO2,3.0500E-11*exp(-2.2700E+03/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT03,CL+HO2,CLO+HO,3.6000E-11*exp(-3.7500E+02/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT04,CL+HO2,HCL,1.4000E-11*exp(2.7000E+02/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT05,CL+H2O2,HCL+HO2,1.1000E-11*exp(-9.8000E+02/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT06,CL+CLOO,2.00000*CLO,1.2000E-11*exp(0.0000E+00/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT07,CL+CLOO,CL2,2.3000E-10*exp(0.0000E+00/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
CLT08,CL+OCLO,2.00000*CLO,3.4000E-11*exp(1.6000E+02/T),CRACMM3,gas,Sarwar et al. 2026,https://link.springer.com/book/9783032029706,NA,NA,Chlorine chemistry added in CRACMM3.
